name,npdId,year,month,day,flare,flareUom,flareMass,flareMassUom,coldVentCO2,coldVentCO2Uom,coldVentGas,coldVentGasUom,coldVentGasMass,coldVentGassMassUom,fuelDiesel,fuelDieselUom,fuelGas,fuelGasUom,fuelGasMass,fuelGasMassUom
Skyfall,43765,2019,4,1,40974.04533,Sm3,1038,t,45660.0377,Sm3,749.769924,Sm3,26,t,,L,854984.4823,Sm3,23643,t
Skyfall,43765,2019,4,2,30565.10962,Sm3,1038,t,26446.34912,Sm3,753.8846547,Sm3,26,t,,L,925852.437,Sm3,23643,t
Skyfall,43765,2019,4,3,42011.84199,Sm3,1038,t,45473.19291,Sm3,1031.911894,Sm3,26,t,,L,970357.6889,Sm3,23643,t
Skyfall,43765,2019,4,4,34292.50584,Sm3,1038,t,36852.87147,Sm3,721.6394039,Sm3,26,t,,L,935096.7825,Sm3,23643,t
Skyfall,43765,2019,4,5,33604.80221,Sm3,1038,t,45252.14112,Sm3,1187.143812,Sm3,26,t,,L,900629.5101,Sm3,23643,t
Skyfall,43765,2019,4,6,34340.533,Sm3,1038,t,32895.736,Sm3,1281.164277,Sm3,26,t,,L,824797.8275,Sm3,23643,t
Skyfall,43765,2019,4,7,48688.91669,Sm3,1038,t,44077.1159,Sm3,853.4871453,Sm3,26,t,,L,715518.3531,Sm3,23643,t
Skyfall,43765,2019,4,8,36930.62364,Sm3,1038,t,31327.49829,Sm3,1227.110382,Sm3,26,t,,L,1012278.245,Sm3,23643,t
Skyfall,43765,2019,4,9,43888.71677,Sm3,1038,t,44755.1408,Sm3,991.4249868,Sm3,26,t,,L,682361.9642,Sm3,23643,t
Skyfall,43765,2019,4,10,30345.46594,Sm3,1038,t,41302.21411,Sm3,905.9813145,Sm3,26,t,,L,889355.894,Sm3,23643,t
Skyfall,43765,2019,4,11,28183.11633,Sm3,1038,t,44322.68513,Sm3,922.3893616,Sm3,26,t,,L,978949.8843,Sm3,23643,t
Skyfall,43765,2019,4,12,29404.81326,Sm3,1038,t,31820.38404,Sm3,1137.460793,Sm3,26,t,,L,1013499.607,Sm3,23643,t
Skyfall,43765,2019,4,13,35838.07665,Sm3,1038,t,31591.88126,Sm3,968.2195962,Sm3,26,t,,L,1036179.445,Sm3,23643,t
Skyfall,43765,2019,4,14,36744.35153,Sm3,1038,t,31081.36187,Sm3,1032.219372,Sm3,26,t,,L,1042773.308,Sm3,23643,t
Skyfall,43765,2019,4,15,35730.90764,Sm3,1038,t,29212.46781,Sm3,1107.790249,Sm3,26,t,,L,637684.0808,Sm3,23643,t
Skyfall,43765,2019,4,16,28892.37634,Sm3,1038,t,31602.85272,Sm3,732.4146965,Sm3,26,t,,L,898517.069,Sm3,23643,t
Skyfall,43765,2019,4,17,40807.43551,Sm3,1038,t,29367.558,Sm3,1018.317831,Sm3,26,t,,L,720965.8363,Sm3,23643,t
Skyfall,43765,2019,4,18,37100.51614,Sm3,1038,t,25736.95895,Sm3,1197.116266,Sm3,26,t,,L,720162.697,Sm3,23643,t
Skyfall,43765,2019,4,19,44869.21748,Sm3,1038,t,29299.34635,Sm3,780.3215036,Sm3,26,t,,L,1035584.29,Sm3,23643,t
Skyfall,43765,2019,4,20,33673.99539,Sm3,1038,t,41722.17331,Sm3,1050.467953,Sm3,26,t,,L,868921.7091,Sm3,23643,t
Skyfall,43765,2019,4,21,31971.76981,Sm3,1038,t,43124.07258,Sm3,913.279389,Sm3,26,t,,L,1043518.995,Sm3,23643,t
Skyfall,43765,2019,4,22,44001.01616,Sm3,1038,t,36484.8235,Sm3,1116.626495,Sm3,26,t,,L,694693.5572,Sm3,23643,t
Skyfall,43765,2019,4,23,39276.18659,Sm3,1038,t,29402.88953,Sm3,1091.935271,Sm3,26,t,,L,960765.1304,Sm3,23643,t
Skyfall,43765,2019,4,24,40511.76775,Sm3,1038,t,33142.81912,Sm3,813.1492922,Sm3,26,t,,L,977608.4486,Sm3,23643,t
Skyfall,43765,2019,4,25,44764.62491,Sm3,1038,t,32299.52976,Sm3,1043.321967,Sm3,26,t,,L,929406.8605,Sm3,23643,t
Skyfall,43765,2019,4,26,40380.69282,Sm3,1038,t,41580.24016,Sm3,1048.276992,Sm3,26,t,,L,858472.6277,Sm3,23643,t
Skyfall,43765,2019,4,27,38228.12358,Sm3,1038,t,38717.43739,Sm3,1178.395044,Sm3,26,t,,L,1051301.4,Sm3,23643,t
Skyfall,43765,2019,4,28,49709.50637,Sm3,1038,t,33393.74327,Sm3,1048.437308,Sm3,26,t,,L,971812.975,Sm3,23643,t
Skyfall,43765,2019,4,29,46931.20218,Sm3,1038,t,26959.59294,Sm3,1162.094913,Sm3,26,t,,L,830454.31,Sm3,23643,t
Skyfall,43765,2019,4,30,46731.74252,Sm3,1038,t,33635.88492,Sm3,1019.247912,Sm3,26,t,,L,847417.5853,Sm3,23643,t
Skyfall,43765,2019,5,1,9123.43468,Sm3,214,t,40470.73535,Sm3,701.5197509,Sm3,25,t,,L,768160.8311,Sm3,23198,t
Skyfall,43765,2019,5,2,8296.895366,Sm3,214,t,31934.96904,Sm3,1152.59697,Sm3,25,t,,L,732165.389,Sm3,23198,t
Skyfall,43765,2019,5,3,6897.270173,Sm3,214,t,28046.8617,Sm3,1070.691601,Sm3,25,t,,L,863890.7219,Sm3,23198,t
Skyfall,43765,2019,5,4,6844.559253,Sm3,214,t,34254.13977,Sm3,890.2893664,Sm3,25,t,,L,923499.4022,Sm3,23198,t
Skyfall,43765,2019,5,5,7556.779451,Sm3,214,t,23044.71372,Sm3,911.7580442,Sm3,25,t,,L,948862.2202,Sm3,23198,t
Skyfall,43765,2019,5,6,5878.543098,Sm3,214,t,31711.40801,Sm3,1125.375198,Sm3,25,t,,L,965919.0117,Sm3,23198,t
Skyfall,43765,2019,5,7,9162.284804,Sm3,214,t,28539.62434,Sm3,703.3796444,Sm3,25,t,,L,965786.7817,Sm3,23198,t
Skyfall,43765,2019,5,8,6443.008564,Sm3,214,t,39956.51729,Sm3,875.4704003,Sm3,25,t,,L,946747.689,Sm3,23198,t
Skyfall,43765,2019,5,9,6458.329715,Sm3,214,t,33251.15467,Sm3,780.2880654,Sm3,25,t,,L,785569.241,Sm3,23198,t
Skyfall,43765,2019,5,10,9062.190209,Sm3,214,t,29224.65629,Sm3,1052.419505,Sm3,25,t,,L,619288.0828,Sm3,23198,t
Skyfall,43765,2019,5,11,6362.809962,Sm3,214,t,37408.12281,Sm3,694.1001307,Sm3,25,t,,L,819422.2407,Sm3,23198,t
Skyfall,43765,2019,5,12,8981.124777,Sm3,214,t,38899.60498,Sm3,981.3927172,Sm3,25,t,,L,723154.86,Sm3,23198,t
Skyfall,43765,2019,5,13,8360.187483,Sm3,214,t,35980.53999,Sm3,978.7584842,Sm3,25,t,,L,913571.4293,Sm3,23198,t
Skyfall,43765,2019,5,14,6566.681403,Sm3,214,t,41348.30928,Sm3,1199.44202,Sm3,25,t,,L,721664.172,Sm3,23198,t
Skyfall,43765,2019,5,15,10123.34175,Sm3,214,t,32936.74537,Sm3,1126.296213,Sm3,25,t,,L,1012305.427,Sm3,23198,t
Skyfall,43765,2019,5,16,9713.780798,Sm3,214,t,37901.57838,Sm3,699.5139556,Sm3,25,t,,L,1051048.698,Sm3,23198,t
Skyfall,43765,2019,5,17,6448.807209,Sm3,214,t,39229.31585,Sm3,673.7913207,Sm3,25,t,,L,801579.8786,Sm3,23198,t
Skyfall,43765,2019,5,18,10335.16873,Sm3,214,t,31587.01531,Sm3,1005.388267,Sm3,25,t,,L,994864.569,Sm3,23198,t
Skyfall,43765,2019,5,19,8290.576702,Sm3,214,t,24233.1156,Sm3,727.4921696,Sm3,25,t,,L,738640.306,Sm3,23198,t
Skyfall,43765,2019,5,20,8451.201429,Sm3,214,t,24898.59025,Sm3,732.8479933,Sm3,25,t,,L,946396.1184,Sm3,23198,t
Skyfall,43765,2019,5,21,10072.92737,Sm3,214,t,25939.40093,Sm3,1140.025071,Sm3,25,t,,L,924364.8313,Sm3,23198,t
Skyfall,43765,2019,5,22,7261.963722,Sm3,214,t,35243.36169,Sm3,960.7758451,Sm3,25,t,,L,873038.2744,Sm3,23198,t
Skyfall,43765,2019,5,23,6293.692708,Sm3,214,t,24205.33563,Sm3,969.5577268,Sm3,25,t,,L,832611.8156,Sm3,23198,t
Skyfall,43765,2019,5,24,8799.959945,Sm3,214,t,22533.17766,Sm3,850.4299941,Sm3,25,t,,L,734646.1335,Sm3,23198,t
Skyfall,43765,2019,5,25,5950.395206,Sm3,214,t,32600.62149,Sm3,800.2960027,Sm3,25,t,,L,657569.3313,Sm3,23198,t
Skyfall,43765,2019,5,26,8865.779794,Sm3,214,t,26187.4707,Sm3,1036.584467,Sm3,25,t,,L,644185.4186,Sm3,23198,t
